word,pictogram_id,synset,word_senses
bip,11192,04813929-n,bip%1:00:00::
bipartido,,00436569-a,bipartido%3:00:00::
bipartito,,00147098-a,bipartito%3:00:00::
bipartito,,00436569-a,bipartito%3:00:00::
bipartito,,01291069-a,bipartito%3:00:00::
bipedal,,00149721-a,bipedal%3:00:00::
bipedismo,,03374244-n,bipedismo%1:00:00::
bipinnado,,01291131-a,bipinnado%3:00:00::
biplano,,01975721-n,biplano%1:00:00::
biplaza,,02777915-n,biplaza%1:00:00::
bipolar,,00217492-a,bipolar%3:00:00::
bipolar,,01472987-a,bipolar%3:00:00::
bipolar,,01672137-a,bipolar%3:00:00::
bipolar,,01672179-a,bipolar%3:00:00::
biprisma,,01975781-n,biprisma%1:00:00::
biquini,2279,01972482-n,biquini%1:00:00::
biracial,,01146097-a,biracial%3:00:00::
birahuí,,04626930-n,birahuí%1:00:00::
birder,,06545105-n,birder%1:00:00::
birdnest,,06118279-n,birdnest%1:00:00::
birefringencia,,07602398-n,birefringencia%1:00:00::
biriani,,05086476-n,biriani%1:00:00::
birimbao,,02463063-n,birimbao%1:00:00::
birlar,,01552064-v,birlar%2:00:00::
birlar,,01559809-v,birlar%2:00:00::
birlar,,01746428-v,birlar%2:00:00::
birmania,27603,05786530-n,birmania%1:00:00::
birmano,,04594761-n,birmano%1:00:00::
birmano,,06424193-n,birmano%1:00:00::
birmano,,01780718-a,birmano%3:00:00::
birmingham,,05893793-n,birmingham%1:00:00::
birmingham,,06008623-n,birmingham%1:00:00::
birome,2282,01934307-n,birome%1:00:00::
birr,,08851171-n,birr%1:00:00::
birra,,05250049-n,birra%1:00:00::
birreactor,,03035620-n,birreactor%1:00:00::
birrefringencia,,07602398-n,birrefringencia%1:00:00::
birrefringente,,01671635-a,birrefringente%3:00:00::
birreta,,01976544-n,birreta%1:00:00::
birrete,,01976544-n,birrete%1:00:00::
birrete,,02580549-n,birrete%1:00:00::
biryani,,05086476-n,biryani%1:00:00::
bis,3229,00072331-n,bis%1:00:00::
bis,,04791468-n,bis%1:00:00::
bisabuela,,06767243-n,bisabuela%1:00:00::
bisabuelo,,06767317-n,bisabuelo%1:00:00::
bisabuelos,,06767402-n,bisabuelos%1:00:00::
bisagra,,02414126-n,bisagra%1:00:00::
bisagra_plana,,02033242-n,bisagra_plana%1:00:00::
bisarma,,02386111-n,bisarma%1:00:00::
bisayo,,07217476-n,bisayo%1:00:00::
bisbiseo,,04895763-n,bisbiseo%1:00:00::
bisbita,,01001904-n,bisbita%1:00:00::
biscayne_national_park,35863,05709677-n,biscayne_national_park%1:00:00::
biscote,,05112151-n,biscote%1:00:00::
biscutella,,07825995-n,biscutella%1:00:00::
bise,11562,07560511-n,bise%1:00:00::
bisecar,,01056094-v,bisecar%2:00:00::
biseccional,,01671702-a,biseccional%3:00:00::
bisección,,00258064-n,bisección%1:00:00::
bisectriz,,00258064-n,bisectriz%1:00:00::
bisectriz,,08984517-n,bisectriz%1:00:00::
bisel,,01969385-n,bisel%1:00:00::
bisel,,01969681-n,bisel%1:00:00::
biselar,,00860378-v,biselar%2:00:00::
biselar,,01078754-v,biselar%2:00:00::
bisemanal,,01169120-a,bisemanal%3:00:00::
bisemanal,,01169337-a,bisemanal%3:00:00::
biseminal,,01169120-a,biseminal%3:00:00::
biserrado,,01335961-a,biserrado%3:00:00::
bisexual,11562,06545419-n,bisexual%1:00:00::
bisexual,,07166284-n,bisexual%1:00:00::
bisexual,,00715662-a,bisexual%3:00:00::
bisexual,,00882016-a,bisexual%3:00:00::
bisexualidad,11562,00557389-n,bisexualidad%1:00:00::
bisexualidad,,03382088-n,bisexualidad%1:00:00::
bishkek,,05985959-n,bishkek%1:00:00::
bishop_berkeley,,07277109-n,bishop_berkeley%1:00:00::
bisiesto,,09776086-n,bisiesto%1:00:00::
bisilábico,,01360485-a,bisilábico%3:00:00::
biskek,,05985959-n,biskek%1:00:00::
bismarck,,06057637-n,bismarck%1:00:00::
bismarck,,07279592-n,bismarck%1:00:00::
bismarckiano,,01768555-a,bismarckiano%3:00:00::
bismutal,,01671774-a,bismutal%3:00:00::
bismuto,,09434434-n,bismuto%1:00:00::
bisnieta,,06767164-n,bisnieta%1:00:00::
bisnieto,,06767501-n,bisnieto%1:00:00::
biso,8507,01329776-n,biso%1:00:00::
bison,8507,01671201-n,bison%1:00:00::
bison_bonasus,,01671452-n,bison_bonasus%1:00:00::
bisonte,8507,01671201-n,bisonte%1:00:00::
bisonte,,01671324-n,bisonte%1:00:00::
bisonte_americano,8507,01671324-n,bisonte_americano%1:00:00::
bisonte_europeo,30247,01671452-n,bisonte_europeo%1:00:00::
bisoño,,07178158-n,bisoño%1:00:00::
bisoñé,,02385314-n,bisoñé%1:00:00::
bisoñé,,03007822-n,bisoñé%1:00:00::
bissau,39170,05939498-n,bissau%1:00:00::
bistec,35759,05088919-n,bistec%1:00:00::
bistec,,05089136-n,bistec%1:00:00::
bistec_con_pimientos,29248,05243425-n,bistec_con_pimientos%1:00:00::
bistec_suizo,35759,05244544-n,bistec_suizo%1:00:00::
bistec_tártaro,35759,05243206-n,bistec_tártaro%1:00:00::
bister,,09558479-n,bister%1:00:00::
bistre,,09558479-n,bistre%1:00:00::
bistro,,01976708-n,bistro%1:00:00::
bistrot,,01671989-a,bistrot%3:00:00::
bistró,,01976708-n,bistró%1:00:00::
bisturí,9168,02808551-n,bisturí%1:00:00::
bisté,,05088919-n,bisté%1:00:00::
bisté,,05089136-n,bisté%1:00:00::
bisílabo,,04179533-n,bisílabo%1:00:00::
bisílabo,,01360485-a,bisílabo%3:00:00::
bit,4564,04568233-n,bit%1:00:00::
bit,,08827822-n,bit%1:00:00::
bita,5988,01990398-n,bita%1:00:00::
biteplate,,01977305-n,biteplate%1:00:00::
bithynia,,05642118-n,bithynia%1:00:00::
bitinia,,05642118-n,bitinia%1:00:00::
bitis,,01172314-n,bitis%1:00:00::
bitok,,05232868-n,bitok%1:00:00::
bitoque,,02027677-n,bitoque%1:00:00::
bitumen,,09600299-n,bitumen%1:00:00::
bituminoide,,01779057-a,bituminoide%3:00:00::
bituminoso,,01778981-a,bituminoso%3:00:00::
bitácora,16577,01974821-n,bitácora%1:00:00::
bitácora,,04248991-n,bitácora%1:00:00::
bitácora,,04249116-n,bitácora%1:00:00::
biungulado,,01600079-a,biungulado%3:00:00::
bivalente,,00922129-a,bivalente%3:00:00::
bivalente,,01779143-a,bivalente%3:00:00::
bivalvia,,01329833-n,bivalvia%1:00:00::
bivalvo,,01330305-n,bivalvo%1:00:00::
bivalvo,,01477582-a,bivalvo%3:00:00::
bizancio,,05840567-n,bizancio%1:00:00::
bizantinismo,,04118801-n,bizantinismo%1:00:00::
bizantino,,06424453-n,bizantino%1:00:00::
bizantino,,01293755-a,bizantino%3:00:00::
bizantino,,01737229-a,bizantino%3:00:00::
bizantino,,01737273-a,bizantino%3:00:00::
bizarro,,01355294-a,bizarro%3:00:00::
bizco,2995,00390447-a,bizco%3:00:00::
bizco,,00390523-a,bizco%3:00:00::
bizco,,00453584-a,bizco%3:00:00::
bizco,,00565368-a,bizco%3:00:00::
bizcocho,8042,05067718-n,bizcocho%1:00:00::
bizcocho,,05070323-n,bizcocho%1:00:00::
bizcocho,,05112151-n,bizcocho%1:00:00::
bizcocho_borracho,24895,05056609-n,bizcocho_borracho%1:00:00::
bizcocho_borracho,,05068665-n,bizcocho_borracho%1:00:00::
bize,,07560511-n,bize%1:00:00::
bizet,,07279671-n,bizet%1:00:00::
bizonal,,01820115-a,bizonal%3:00:00::
bizquear,,01477253-v,bizquear%2:00:00::
bizquera,,09388942-n,bizquera%1:00:00::
biógrafa,,06544161-n,biógrafa%1:00:00::
biógrafo,,06544161-n,biógrafo%1:00:00::
bióloga,35289,06544325-n,bióloga%1:00:00::
biólogo,35291,06544325-n,biólogo%1:00:00::
biónica,,04077274-n,biónica%1:00:00::
biónico,,00936058-a,biónico%3:00:00::
biónico,,01582375-a,biónico%3:00:00::
biótico,,01744271-a,biótico%3:00:00::
bióxido,,09554340-n,bióxido%1:00:00::
bióxido_de_carbono,24015,09530185-n,bióxido_de_carbono%1:00:00::
bla,2577,04696878-n,bla%1:00:00::
blaberus,,01538629-n,blaberus%1:00:00::
blaberus,,01538629-n,blaberus%1:00:00::
black,,07279835-n,black%1:00:00::
black_hawk,,07279908-n,black_hawk%1:00:00::
blackjack,,00327330-n,blackjack%1:00:00::
blackpool,,05894205-n,blackpool%1:00:00::
blackshirt,,06546722-n,blackshirt%1:00:00::
blaia_zimondal,,04570871-n,blaia_zimondal%1:00:00::
blain,,09164350-n,blain%1:00:00::
blair,,07279989-n,blair%1:00:00::
blaise_pascal,,07458257-n,blaise_pascal%1:00:00::
blanc_fixe,,09515510-n,blanc_fixe%1:00:00::
blanca,8043,02119158-n,blanca%1:00:00::
blanca,,04553804-n,blanca%1:00:00::
blanca,,06389051-n,blanca%1:00:00::
blanca,,08823959-n,blanca%1:00:00::
blanca,,08825439-n,blanca%1:00:00::
blanca_nieves,29735,02119158-n,blanca_nieves%1:00:00::
blanco,8043,02484425-n,blanco%1:00:00::
blanco,,02968202-n,blanco%1:00:00::
blanco,,03347959-n,blanco%1:00:00::
blanco,,04240867-n,blanco%1:00:00::
blanco,,04813115-n,blanco%1:00:00::
blanco,,06280635-n,blanco%1:00:00::
blanco,,06387487-n,blanco%1:00:00::
blanco,,07011983-n,blanco%1:00:00::
blanco,,07108084-n,blanco%1:00:00::
blanco,,00150421-a,blanco%3:00:00::
blanco,,00168006-a,blanco%3:00:00::
blanco,,00240175-a,blanco%3:00:00::
blanco,,00262647-a,blanco%3:00:00::
blanco,,00644813-a,blanco%3:00:00::
blanco,,00670555-a,blanco%3:00:00::
blanco,,01005644-a,blanco%3:00:00::
blanco-lechoso,27129,00238561-a,blanco-lechoso%3:00:00::
blanco-níveo,27129,00239537-a,blanco-níveo%3:00:00::
blanco_apagado,27129,03348403-n,blanco_apagado%1:00:00::
blanco_fácil,23394,07108084-n,blanco_fácil%1:00:00::
blanco_roto,32388,03348403-n,blanco_roto%1:00:00::
blanco_y_negro,9881,01977977-n,blanco_y_negro%1:00:00::
blanco_y_negro,,04216096-n,blanco_y_negro%1:00:00::
blanconieve,,00239537-a,blanconieve%3:00:00::
blancura,,03347959-n,blancura%1:00:00::
blancura,,03360825-n,blancura%1:00:00::
blancuzco,,00239824-a,blancuzco%3:00:00::
blandamente,,00029243-r,blandamente%4:00:00::
blandamente,,00158648-r,blandamente%4:00:00::
blandengue,,07121184-n,blandengue%1:00:00::
blandengue,,00687839-a,blandengue%3:00:00::
blandenguería,,03115494-n,blandenguería%1:00:00::
blandfordia,,08130752-n,blandfordia%1:00:00::
blandir,,00982322-v,blandir%2:00:00::
blandir,,01460922-v,blandir%2:00:00::
blando,4578,00607899-a,blando%3:00:00::
blando,,00683928-a,blando%3:00:00::
blando,,00685010-a,blando%3:00:00::
blando,,00685286-a,blando%3:00:00::
blando,,00686217-a,blando%3:00:00::
blando,,00686744-a,blando%3:00:00::
blando,,00688808-a,blando%3:00:00::
blando,,01426375-a,blando%3:00:00::
blando,,01429656-a,blando%3:00:00::
blando,,01456621-a,blando%3:00:00::
blanducho,,00685484-a,blanducho%3:00:00::
blandura,,03333263-n,blandura%1:00:00::
blandura,,03334012-n,blandura%1:00:00::
blanqueador,,06547224-n,blanqueador%1:00:00::
blanqueador,,09519581-n,blanqueador%1:00:00::
blanquear,,00134671-v,blanquear%2:00:00::
blanquear,,00201963-v,blanquear%2:00:00::
blanquear,,00202419-v,blanquear%2:00:00::
blanquear,,00204765-v,blanquear%2:00:00::
blanquear,,00609839-v,blanquear%2:00:00::
blanquear,,00855059-v,blanquear%2:00:00::
blanquear,,01464712-v,blanquear%2:00:00::
blanquear_con_albero,,01043348-v,blanquear_con_albero%2:00:00::
blanquecino,,00239824-a,blanquecino%3:00:00::
blanqueo,,00181339-n,blanqueo%1:00:00::
blanquillo,,01790327-n,blanquillo%1:00:00::
blanquillo,,01797236-n,blanquillo%1:00:00::
blanquinoso,,00239824-a,blanquinoso%3:00:00::
blanquito,,06389249-n,blanquito%1:00:00::
blarina,,01283591-n,blarina%1:00:00::
blarina,,01283591-n,blarina%1:00:00::
blarina_brevicauda,,01283739-n,blarina_brevicauda%1:00:00::
blasfemador,,06546979-n,blasfemador%1:00:00::
blasfemar,,00549750-v,blasfemar%2:00:00::
blasfemar,,00583176-v,blasfemar%2:00:00::
blasfemia,,00487691-n,blasfemia%1:00:00::
blasfemia,,04721297-n,blasfemia%1:00:00::
blasfemia,,04721917-n,blasfemia%1:00:00::
blasfemo,,06546979-n,blasfemo%1:00:00::
blasfemo,,00257765-a,blasfemo%3:00:00::
blasfemo,,01195990-a,blasfemo%3:00:00::
blasonado,,00036034-a,blasonado%3:00:00::
blasonar,,01145892-v,blasonar%2:00:00::
blastema,,03649081-n,blastema%1:00:00::
blastocele,,00951085-n,blastocele%1:00:00::
blastocisto,,00952627-n,blastocisto%1:00:00::
blastocito,,03658004-n,blastocito%1:00:00::
blastocitoma,,09195267-n,blastocitoma%1:00:00::
blastocladia,,08417092-n,blastocladia%1:00:00::
blastocélico,,01779552-a,blastocélico%3:00:00::
blastoderma,,00951185-n,blastoderma%1:00:00::
blastodermis,,00951185-n,blastodermis%1:00:00::
blastodermo,,00951185-n,blastodermo%1:00:00::
blastodermático,,01779658-a,blastodermático%3:00:00::
blastodérmico,,01779658-a,blastodérmico%3:00:00::
blastoférico,,01780051-a,blastoférico%3:00:00::
blastogenético,,01582849-a,blastogenético%3:00:00::
blastogénesis,,08715978-n,blastogénesis%1:00:00::
blastogénico,,01582849-a,blastogénico%3:00:00::
blastoma,,09195267-n,blastoma%1:00:00::
blastomero,,00951296-n,blastomero%1:00:00::
blastomero,,01779770-a,blastomero%3:00:00::
blastomicosis,,09136152-n,blastomicosis%1:00:00::
blastomicótico,,01779889-a,blastomicótico%3:00:00::
blastomyces,,08478576-n,blastomyces%1:00:00::
blastomérico,,01779770-a,blastomérico%3:00:00::
blastoporo,,00953065-n,blastoporo%1:00:00::
blastosphere,,00952438-n,blastosphere%1:00:00::
blastular,,01780051-a,blastular%3:00:00::
blastómero,,00951296-n,blastómero%1:00:00::
blastómero,,01779770-a,blastómero%3:00:00::
blastóporo,,00953065-n,blastóporo%1:00:00::
blastósfera,,00952438-n,blastósfera%1:00:00::
blasón,,02118125-n,blasón%1:00:00::
blasón,,02268935-n,blasón%1:00:00::
blasón,,03878815-n,blasón%1:00:00::
blatta,,01537882-n,blatta%1:00:00::
blattaria,,01537339-n,blattaria%1:00:00::
blattella,,01538410-n,blattella%1:00:00::
blattidae,,01537691-n,blattidae%1:00:00::
blattodea,,01537477-n,blattodea%1:00:00::
blaxploitation,,00280365-n,blaxploitation%1:00:00::
blazer,,01980470-n,blazer%1:00:00::
blechnum,,08551746-n,blechnum%1:00:00::
bleda,,05133699-n,bleda%1:00:00::
blefaritis,,09209469-n,blefaritis%1:00:00::
blefaroespasmo,,09270699-n,blefaroespasmo%1:00:00::
blenda,,09716865-n,blenda%1:00:00::
blenheim,,00825590-n,blenheim%1:00:00::
blennioidea,,01818671-n,blennioidea%1:00:00::
blennius,,01819428-n,blennius%1:00:00::
blennius,,01819428-n,blennius%1:00:00::
blenorragia,,09140609-n,blenorragia%1:00:00::
blenorrea,,09140609-n,blenorrea%1:00:00::
blephilia,,08342095-n,blephilia%1:00:00::
bletia,,07918189-n,bletia%1:00:00::
bletilla,,07918267-n,bletilla%1:00:00::
bleu,,05224748-n,bleu%1:00:00::
blewits,,08441211-n,blewits%1:00:00::
blighia,,08288020-n,blighia%1:00:00::
blindada,,00087810-a,blindada%3:00:00::
blindado,,00087810-a,blindado%3:00:00::
blindado,,00088075-a,blindado%3:00:00::
blindado,,00089873-a,blindado%3:00:00::
blindado,,00649194-a,blindado%3:00:00::
blindado,,01121284-a,blindado%3:00:00::
blindaje,,01907333-n,blindaje%1:00:00::
blindar,,01595807-v,blindar%2:00:00::
blini,,05076359-n,blini%1:00:00::
blini,,05076425-n,blini%1:00:00::
blintz,,05076425-n,blintz%1:00:00::
blintze,,05076425-n,blintze%1:00:00::
bliny,,05076359-n,bliny%1:00:00::
blissus,,01541838-n,blissus%1:00:00::
blissus,,01541838-n,blissus%1:00:00::
blister,2855,01981599-n,blister%1:00:00::
blitzkrieg,,00634967-n,blitzkrieg%1:00:00::
bloc,27604,09637013-n,bloc%1:00:00::
bloc_de_notas,27604,04258026-n,bloc_de_notas%1:00:00::
bloc_de_notas,,09666883-n,bloc_de_notas%1:00:00::
blocao,,01983005-n,blocao%1:00:00::
blody_mary,,05269702-n,blody_mary%1:00:00::
bloemfontein,,05974396-n,bloemfontein%1:00:00::
blog,16577,04249116-n,blog%1:00:00::
blogear,,00583049-v,blogear%2:00:00::
blogger,,06547670-n,blogger%1:00:00::
bloguear,,00583049-v,bloguear%2:00:00::
bloguera,,06547670-n,bloguera%1:00:00::
bloguero,,06547670-n,bloguero%1:00:00::
blok,,07280458-n,blok%1:00:00::
blok,,07280458-n,blok%1:00:00::
bloke,,06582624-n,bloke%1:00:00::
bloody_mary,,05269702-n,bloody_mary%1:00:00::
bloody_mary,,05269702-n,bloody_mary%1:00:00::
bloomeria,,08130962-n,bloomeria%1:00:00::
blooper,,00056961-n,blooper%1:00:00::
bloque,,01981670-n,bloque%1:00:00::
bloque,,01982053-n,bloque%1:00:00::
bloque,,01982367-n,bloque%1:00:00::
bloque,,02263894-n,bloque%1:00:00::
bloque,,05430859-n,bloque%1:00:00::
bloque,,06122034-n,bloque%1:00:00::
bloque,,09011491-n,bloque%1:00:00::
bloque_de_construcción,36185,02024543-n,bloque_de_construcción%1:00:00::
bloque_de_oficinas,28311,02614643-n,bloque_de_oficinas%1:00:00::
bloque_de_pisos,,01898260-n,bloque_de_pisos%1:00:00::
bloque_de_pisos,,02413006-n,bloque_de_pisos%1:00:00::
bloqueado,,00461043-a,bloqueado%3:00:00::
bloqueado,,00962794-a,bloqueado%3:00:00::
bloqueador,,01982852-n,bloqueador%1:00:00::
bloqueante,,09486763-n,bloqueante%1:00:00::
bloquear,,00195301-v,bloquear%2:00:00::
bloquear,,00709316-v,bloquear%2:00:00::
bloquear,,00755679-v,bloquear%2:00:00::
bloquear,,00755782-v,bloquear%2:00:00::
bloquear,,01002594-v,bloquear%2:00:00::
bloquear,,01003758-v,bloquear%2:00:00::
bloquear,,01005058-v,bloquear%2:00:00::
bloquear,,01463169-v,bloquear%2:00:00::
bloquear,,01736486-v,bloquear%2:00:00::
bloquear,,01737590-v,bloquear%2:00:00::
bloquear,,01738154-v,bloquear%2:00:00::
bloqueo,,00373409-n,bloqueo%1:00:00::
bloqueo,,00374315-n,bloqueo%1:00:00::
bloqueo,,00621180-n,bloqueo%1:00:00::
bloqueo,,01982148-n,bloqueo%1:00:00::
bloqueo,,01982367-n,bloqueo%1:00:00::
bloqueo,,03783728-n,bloqueo%1:00:00::
bloqueo_cardíaco,,09271633-n,bloqueo_cardíaco%1:00:00::
bloqueo_del_escritor,11258,03783841-n,bloqueo_del_escritor%1:00:00::
bloqueo_mental,29857,03783728-n,bloqueo_mental%1:00:00::
bloqueo_mutuo,,09072799-n,bloqueo_mutuo%1:00:00::
bloqueo_mutuo,,09911797-n,bloqueo_mutuo%1:00:00::
blow,,02123635-n,blow%1:00:00::
blubberer,,06548027-n,blubberer%1:00:00::
bludgeoner,,06548107-n,bludgeoner%1:00:00::
blue_air,2990,06119882-n,blue_air%1:00:00::
blue_cat,,01751527-n,blue_cat%1:00:00::
blue_grass,,07962980-n,blue_grass%1:00:00::
blue_jay,,01042123-n,blue_jay%1:00:00::
blue_note,,04672643-n,blue_note%1:00:00::
blue_orchid,,07936976-n,blue_orchid%1:00:00::
blue_peter,,04557041-n,blue_peter%1:00:00::
blue_ridge,,06119702-n,blue_ridge%1:00:00::
blue_ridge_mountains,,06119702-n,blue_ridge_mountains%1:00:00::
bluebill,,01249171-n,bluebill%1:00:00::
bluecoat,,06548251-n,bluecoat%1:00:00::
blueprint,,01984184-n,blueprint%1:00:00::
blues,,04672412-n,blues%1:00:00::
bluestem,,07964147-n,bluestem%1:00:00::
bluetooth,,09897146-n,bluetooth%1:00:00::
bluff,,04482325-n,bluff%1:00:00::
blusa,2280,01983338-n,blusa%1:00:00::
blusa_holgada,2280,02565026-n,blusa_holgada%1:00:00::
bluyín,,02460942-n,bluyín%1:00:00::
blástula,,00952438-n,blástula%1:00:00::
blénido,,01818951-n,blénido%1:00:00::
blénido_anguila,38325,01820337-n,blénido_anguila%1:00:00::
blénidos,,01819175-n,blénidos%1:00:00::
blíster,2855,01981599-n,blíster%1:00:00::
bmr,,08715232-n,bmr%1:00:00::
bo's'n,3041,06549011-n,bo's'n%1:00:00::
boa,2507,01163920-n,boa%1:00:00::
boa,,02289362-n,boa%1:00:00::
boa_constrictor,,01164085-n,boa_constrictor%1:00:00::
boa_constrictora,,01164085-n,boa_constrictora%1:00:00::
boa_rosada,,01164487-n,boa_rosada%1:00:00::
boann,,06299057-n,boann%1:00:00::
boat_club,29919,05474030-n,boat_club%1:00:00::
boatbill,,01373033-n,boatbill%1:00:00::
boato,,03243875-n,boato%1:00:00::
bob_dylan,,07324599-n,bob_dylan%1:00:00::
bob_hope,,07376438-n,bob_hope%1:00:00::
bob_marley,,07423659-n,bob_marley%1:00:00::
bob_mathias,,07427074-n,bob_mathias%1:00:00::
bob_woodward,,07542313-n,bob_woodward%1:00:00::
bobadas,,04384418-n,bobadas%1:00:00::
bobadas,,04385006-n,bobadas%1:00:00::
bobales,,06665016-n,bobales%1:00:00::
bobalicón,,06665016-n,bobalicón%1:00:00::
bobalicón,,06685296-n,bobalicón%1:00:00::
bobalicón,,06927416-n,bobalicón%1:00:00::
bobalicón,,07031243-n,bobalicón%1:00:00::
bobalicón,,07075691-n,bobalicón%1:00:00::
bobamente,,00080244-r,bobamente%4:00:00::
bobby,,06549261-n,bobby%1:00:00::
bobby_fischer,,07334577-n,bobby_fischer%1:00:00::
bobby_jones,,07391303-n,bobby_jones%1:00:00::
bobby_orr,,07454105-n,bobby_orr%1:00:00::
bobfloat,,01987463-n,bobfloat%1:00:00::
bobina,2978,01987698-n,bobina%1:00:00::
bobina,,02122911-n,bobina%1:00:00::
bobina_de_inducción,34159,02444895-n,bobina_de_inducción%1:00:00::
bobinado,,01376957-a,bobinado%3:00:00::
bobinar,,00312586-v,bobinar%2:00:00::
bobo,,06593099-n,bobo%1:00:00::
bobo,,06665016-n,bobo%1:00:00::
bobo,,06685296-n,bobo%1:00:00::
bobo,,06685505-n,bobo%1:00:00::
bobo,,06734930-n,bobo%1:00:00::
bobo,,06804165-n,bobo%1:00:00::
bobo,,06861921-n,bobo%1:00:00::
bobo,,06891325-n,bobo%1:00:00::
bobo,,06927416-n,bobo%1:00:00::
bobo,,07104066-n,bobo%1:00:00::
bobo,,00266066-a,bobo%3:00:00::
bobo,,00793429-a,bobo%3:00:00::
bobolink,,01036357-n,bobolink%1:00:00::
bobsled,,00297866-n,bobsled%1:00:00::
bobsleigh,,00297866-n,bobsleigh%1:00:00::
bobsleigh,,01987937-n,bobsleigh%1:00:00::
boca,2663,01867862-n,boca%1:00:00::
boca,,02265530-n,boca%1:00:00::
boca,,03573755-n,boca%1:00:00::
boca,,03574023-n,boca%1:00:00::
boca,,03574167-n,boca%1:00:00::
boca,,06207380-n,boca%1:00:00::
boca_de_acceso,34848,02536539-n,boca_de_acceso%1:00:00::
boca_de_dragón,5572,07917848-n,boca_de_dragón%1:00:00::
boca_de_dragón,,08360953-n,boca_de_dragón%1:00:00::
boca_de_incendio,24653,02302246-n,boca_de_incendio%1:00:00::
boca_de_riego,38289,02433894-n,boca_de_riego%1:00:00::
boca_del_estómago,28765,03695292-n,boca_del_estómago%1:00:00::
bocadillo,2281,05115903-n,bocadillo%1:00:00::
bocadillo,,05116405-n,bocadillo%1:00:00::
bocadillo_de_jamón,38962,05116512-n,bocadillo_de_jamón%1:00:00::
bocadito,,00547763-n,bocadito%1:00:00::
bocado,11307,00545742-n,bocado%1:00:00::
bocado,,01977061-n,bocado%1:00:00::
bocado,,05030997-n,bocado%1:00:00::
bocado,,05031129-n,bocado%1:00:00::
bocado,,05042759-n,bocado%1:00:00::
bocado,,08923904-n,bocado%1:00:00::
bocado_con_barbada,11307,02176475-n,bocado_con_barbada%1:00:00::
bocallave,,02472884-n,bocallave%1:00:00::
bocamina,,02683690-n,bocamina%1:00:00::
bocanada,,00543598-n,bocanada%1:00:00::
bocanada,,00544638-n,bocanada%1:00:00::
bocanada,,07598915-n,bocanada%1:00:00::
bocanadas,,07598915-n,bocanadas%1:00:00::
bocata,,05115903-n,bocata%1:00:00::
bocata,,05116405-n,bocata%1:00:00::
bocazas,,06861724-n,bocazas%1:00:00::
bocazas,,07171857-n,bocazas%1:00:00::
boccaccio,,07280713-n,boccaccio%1:00:00::
bocci,8509,00308614-n,bocci%1:00:00::
boceras,,06861724-n,boceras%1:00:00::
bocetista,,07108779-n,bocetista%1:00:00::
boceto,35947,02195323-n,boceto%1:00:00::
boceto,,02227073-n,boceto%1:00:00::
boceto,,02574380-n,boceto%1:00:00::
boceto,,02789510-n,boceto%1:00:00::
bochas,36255,00308614-n,bochas%1:00:00::
bochinche,,00367528-n,bochinche%1:00:00::
bochinche,,04787198-n,bochinche%1:00:00::
bochorno,,07582511-n,bochorno%1:00:00::
bochornosamente,,00206094-r,bochornosamente%4:00:00::
bochornoso,,00729281-a,bochornoso%3:00:00::
bochornoso,,00743480-a,bochornoso%3:00:00::
bochornoso,,01516745-a,bochornoso%3:00:00::
bocina,8510,02034398-n,bocina%1:00:00::
bocina,,02424413-n,bocina%1:00:00::
bocina,,02477610-n,bocina%1:00:00::
bocina,,02889628-n,bocina%1:00:00::
bocina,,04815280-n,bocina%1:00:00::
bocinazo,,04815280-n,bocinazo%1:00:00::
bocinazo,,04902950-n,bocinazo%1:00:00::
bocio,,09173292-n,bocio%1:00:00::
bocio_exoftálmico,,09134059-n,bocio_exoftálmico%1:00:00::
bocio_exoftámico,,09134059-n,bocio_exoftámico%1:00:00::
bock,,02965202-n,bock%1:00:00::
bock,,05250517-n,bock%1:00:00::
bocoy,,02416520-n,bocoy%1:00:00::
bocón,,06556068-n,bocón%1:00:00::
bocón,,00458168-a,bocón%3:00:00::
boda,37362,00672019-n,boda%1:00:00::
boda,,00672308-n,boda%1:00:00::
boda,,04937337-n,boda%1:00:00::
boda,,05490892-n,boda%1:00:00::
boda_civil,38776,00672378-n,boda_civil%1:00:00::
bodas_de_diamante,6475,09808672-n,bodas_de_diamante%1:00:00::
bodas_de_oro,3128,09808577-n,bodas_de_oro%1:00:00::
bodas_de_plata,36417,09808476-n,bodas_de_plata%1:00:00::
boddhisatva,,06314322-n,boddhisatva%1:00:00::
bodega,27608,01988160-n,bodega%1:00:00::
bodega,,02057907-n,bodega%1:00:00::
bodega,,02075102-n,bodega%1:00:00::
bodega,,02632889-n,bodega%1:00:00::
bodega,,02641896-n,bodega%1:00:00::
bodega,,03093046-n,bodega%1:00:00::
bodega_de_carbón,5943,02116177-n,bodega_de_carbón%1:00:00::
bodega_de_carga,38336,02057907-n,bodega_de_carga%1:00:00::
bodega_pequeña,4716,02570092-n,bodega_pequeña%1:00:00::
bodeguero,,02448211-n,bodeguero%1:00:00::
bodeguero,,07171249-n,bodeguero%1:00:00::
bodeguero,,07216210-n,bodeguero%1:00:00::
bodegón,37688,02920735-n,bodegón%1:00:00::
bodensee,,06136821-n,bodensee%1:00:00::
bodhisattva,,06314322-n,bodhisattva%1:00:00::
bodhisatva,,06314322-n,bodhisatva%1:00:00::
bodhisatwa,,06314322-n,bodhisatwa%1:00:00::
