word,pictogram_id,synset,word_senses
aferesis,,08712369-n,aferesis%1:00:00::
aferrar,,00403590-v,aferrar%2:00:00::
aferrar,,00614151-v,aferrar%2:00:00::
aferrar,,00813516-v,aferrar%2:00:00::
aferrar,,00816001-v,aferrar%2:00:00::
aferrar,,00816246-v,aferrar%2:00:00::
aferrar,,00819709-v,aferrar%2:00:00::
aferrar,,00822167-v,aferrar%2:00:00::
aferrar,,01071893-v,aferrar%2:00:00::
aferrar,,01208548-v,aferrar%2:00:00::
aferrar,,01243080-v,aferrar%2:00:00::
aferrarse,,00816246-v,aferrarse%2:00:00::
aferrarse,,00819709-v,aferrarse%2:00:00::
aferético,,01563760-a,aferético%3:00:00::
affaire,,09022200-n,affaire%1:00:00::
affenpinscher,,01446624-n,affenpinscher%1:00:00::
affidávit,,04467563-n,affidávit%1:00:00::
afgani,,08850171-n,afgani%1:00:00::
afganistan,24831,05778673-n,afganistan%1:00:00::
afganistán,24831,05778673-n,afganistán%1:00:00::
afgano,,01433553-n,afgano%1:00:00::
afgano,,04622091-n,afgano%1:00:00::
afgano,,06419696-n,afgano%1:00:00::
afgano,,01754894-a,afgano%3:00:00::
afghanistan,,05778673-n,afghanistan%1:00:00::
afianzamiento,,00719742-n,afianzamiento%1:00:00::
afianzar,,00159786-v,afianzar%2:00:00::
afianzar,,00819305-v,afianzar%2:00:00::
afibrinogenemia,,09156970-n,afibrinogenemia%1:00:00::
aficionada,,06493008-n,aficionada%1:00:00::
aficionada,,06714251-n,aficionada%1:00:00::
aficionada,,07134373-n,aficionada%1:00:00::
aficionada,,07161525-n,aficionada%1:00:00::
aficionado,,06485767-n,aficionado%1:00:00::
aficionado,,06485830-n,aficionado%1:00:00::
aficionado,,06493008-n,aficionado%1:00:00::
aficionado,,06493166-n,aficionado%1:00:00::
aficionado,,06714251-n,aficionado%1:00:00::
aficionado,,06714705-n,aficionado%1:00:00::
aficionado,,06775746-n,aficionado%1:00:00::
aficionado,,07134373-n,aficionado%1:00:00::
aficionado,,07161525-n,aficionado%1:00:00::
aficionado,,01111838-a,aficionado%3:00:00::
aficionado_al_deporte,6641,07134373-n,aficionado_al_deporte%1:00:00::
aficionado_al_teatro,36455,06989715-n,aficionado_al_teatro%1:00:00::
aficionar,,01243281-v,aficionar%2:00:00::
aficionar,,01814971-v,aficionar%2:00:00::
aficionar,,01815121-v,aficionar%2:00:00::
aficionarse,,01209251-v,aficionarse%2:00:00::
afición,35495,00288022-n,afición%1:00:00::
afición,,00288514-n,afición%1:00:00::
afición,,04968520-n,afición%1:00:00::
afición,,04969114-n,afición%1:00:00::
afición,,05006024-n,afición%1:00:00::
afición,,05469084-n,afición%1:00:00::
afidio,,01552747-n,afidio%1:00:00::
afidávit,,04467563-n,afidávit%1:00:00::
afijal,,01550753-a,afijal%3:00:00::
afijarse,,00875756-v,afijarse%2:00:00::
afijo,,04191440-n,afijo%1:00:00::
afiladamente,,00019968-r,afiladamente%4:00:00::
afiladamente,,00098841-r,afiladamente%4:00:00::
afiladamente,,00129257-r,afiladamente%4:00:00::
afiladamente,,00192947-r,afiladamente%4:00:00::
afiladamente,,00197344-r,afiladamente%4:00:00::
afiladera,,02374869-n,afiladera%1:00:00::
afiladera,,03083575-n,afiladera%1:00:00::
afilado,5362,00474454-a,afilado%3:00:00::
afilado,,00475523-a,afilado%3:00:00::
afilado,,00475879-a,afilado%3:00:00::
afilado,,01036300-a,afilado%3:00:00::
afilado,,01077231-a,afilado%3:00:00::
afilado,,01077854-a,afilado%3:00:00::
afilado,,01524340-a,afilado%3:00:00::
afilador,16449,02834680-n,afilador%1:00:00::
afilador,,02934417-n,afilador%1:00:00::
afiladora,,02834680-n,afiladora%1:00:00::
afilar,5362,00282888-v,afilar%2:00:00::
afilar,,00282966-v,afilar%2:00:00::
afilar,,00283095-v,afilar%2:00:00::
afilar,,00283280-v,afilar%2:00:00::
afilar,,00283366-v,afilar%2:00:00::
afilar,,00337734-v,afilar%2:00:00::
afilar,,00838073-v,afilar%2:00:00::
afilar,,00838722-v,afilar%2:00:00::
afilar,,00838922-v,afilar%2:00:00::
afilar,,00839031-v,afilar%2:00:00::
afilar,,00839154-v,afilar%2:00:00::
afilar,,01443889-v,afilar%2:00:00::
afilar_con_correa,2336,00838816-v,afilar_con_correa%2:00:00::
afiliación,,00701704-n,afiliación%1:00:00::
afiliación,,09021218-n,afiliación%1:00:00::
afiliada,,05336191-n,afiliada%1:00:00::
afiliado,,05336191-n,afiliado%1:00:00::
afiliado,,06485460-n,afiliado%1:00:00::
afiliado,,01171971-a,afiliado%3:00:00::
afiliar,,06485460-n,afiliar%1:00:00::
afiliar,,01654892-v,afiliar%2:00:00::
afiliar,,01756874-v,afiliar%2:00:00::
afiliarse,,01654892-v,afiliarse%2:00:00::
afiligranar,,01195737-v,afiligranar%2:00:00::
afilón,,02934417-n,afilón%1:00:00::
afinación,,00647981-n,afinación%1:00:00::
afinación,,00648824-n,afinación%1:00:00::
afinación_perfecta,38006,03792742-n,afinación_perfecta%1:00:00::
afinador,,07201061-n,afinador%1:00:00::
afinador_de_pianos,,07201061-n,afinador_de_pianos%1:00:00::
afinador_de_órganos,24214,07219886-n,afinador_de_órganos%1:00:00::
afinamiento,,00648824-n,afinamiento%1:00:00::
afinar,,00213445-v,afinar%2:00:00::
afinar,,00213570-v,afinar%2:00:00::
afinar,,00337734-v,afinar%2:00:00::
afinar,,00338061-v,afinar%2:00:00::
afinar,,00343635-v,afinar%2:00:00::
afinar,,01082334-v,afinar%2:00:00::
afincar,,00295249-v,afincar%2:00:00::
afincar,,00295979-v,afincar%2:00:00::
afincar,,00377505-v,afincar%2:00:00::
afincarse,,00296255-v,afincarse%2:00:00::
afinidad,,03157574-n,afinidad%1:00:00::
afinidad,,03197432-n,afinidad%1:00:00::
afinidad,,07556469-n,afinidad%1:00:00::
afinidad,,07558785-n,afinidad%1:00:00::
afinidad,,08947676-n,afinidad%1:00:00::
afinidad,,08948795-n,afinidad%1:00:00::
afirmación,,04458169-n,afirmación%1:00:00::
afirmación,,04460547-n,afirmación%1:00:00::
afirmación,,04462804-n,afirmación%1:00:00::
afirmación,,04464691-n,afirmación%1:00:00::
afirmación,,04773710-n,afirmación%1:00:00::
afirmación,,04790248-n,afirmación%1:00:00::
afirmación_matemática,,04464477-n,afirmación_matemática%1:00:00::
afirmado,,02778005-n,afirmado%1:00:00::
afirmar,5583,00300346-v,afirmar%2:00:00::
afirmar,,00511025-v,afirmar%2:00:00::
afirmar,,00591418-v,afirmar%2:00:00::
afirmar,,00679040-v,afirmar%2:00:00::
afirmar,,00680271-v,afirmar%2:00:00::
afirmar,,00680752-v,afirmar%2:00:00::
afirmar,,00683718-v,afirmar%2:00:00::
afirmar,,00684122-v,afirmar%2:00:00::
afirmativo,,04774093-n,afirmativo%1:00:00::
afirmativo,,00045973-a,afirmativo%3:00:00::
afirmativo,,01081733-a,afirmativo%3:00:00::
afirmción,,04463763-n,afirmción%1:00:00::
afl,5363,05476360-n,afl%1:00:00::
aflatoxina,,09481022-n,aflatoxina%1:00:00::
aflautado,,01142500-a,aflautado%3:00:00::
aflaxen,,02593992-n,aflaxen%1:00:00::
aflicción,,03898074-n,aflicción%1:00:00::
aflicción,,04840554-n,aflicción%1:00:00::
aflicción,,04966258-n,aflicción%1:00:00::
aflicción,,04989712-n,aflicción%1:00:00::
aflicción,,04997981-n,aflicción%1:00:00::
aflicción,,04998415-n,aflicción%1:00:00::
aflicción,,04999327-n,aflicción%1:00:00::
aflicción,,09057539-n,aflicción%1:00:00::
aflicción,,09181292-n,aflicción%1:00:00::
aflicción,,09339844-n,aflicción%1:00:00::
aflicción,,09340139-n,aflicción%1:00:00::
afligidamente,,00101778-r,afligidamente%4:00:00::
afligido,,00052362-a,afligido%3:00:00::
afligido,,00317817-a,afligido%3:00:00::
afligido,,00536741-a,afligido%3:00:00::
afligido,,00602065-a,afligido%3:00:00::
afligido,,00809666-a,afligido%3:00:00::
afligido,,00810700-a,afligido%3:00:00::
afligido,,00811299-a,afligido%3:00:00::
afligido,,00811596-a,afligido%3:00:00::
afligido,,00812257-a,afligido%3:00:00::
afligido,,01035016-a,afligido%3:00:00::
afligido,,01462624-a,afligido%3:00:00::
afligido,,01512575-a,afligido%3:00:00::
afligir,,00049710-v,afligir%2:00:00::
afligir,,00187265-v,afligir%2:00:00::
afligir,,01204407-v,afligir%2:00:00::
afligir,,01219131-v,afligir%2:00:00::
afligir,,01222261-v,afligir%2:00:00::
afligir,,01222512-v,afligir%2:00:00::
afligir,,01700706-v,afligir%2:00:00::
afligirse,,01221894-v,afligirse%2:00:00::
afligirse,,01222124-v,afligirse%2:00:00::
aflojamiento,,00101858-n,aflojamiento%1:00:00::
aflojamiento,,04931139-n,aflojamiento%1:00:00::
aflojar,5363,00176862-v,aflojar%2:00:00::
aflojar,,00298983-v,aflojar%2:00:00::
aflojar,,00299212-v,aflojar%2:00:00::
aflojar,,00300856-v,aflojar%2:00:00::
aflojar,,00301048-v,aflojar%2:00:00::
aflojar,,00301121-v,aflojar%2:00:00::
aflojar,,00315812-v,aflojar%2:00:00::
aflojar,,00316259-v,aflojar%2:00:00::
aflojar,,00365098-v,aflojar%2:00:00::
aflojar,,00375789-v,aflojar%2:00:00::
aflojar,,00858928-v,aflojar%2:00:00::
aflojar,,00865826-v,aflojar%2:00:00::
aflojar,,00993782-v,aflojar%2:00:00::
aflojar,,01005446-v,aflojar%2:00:00::
aflojarse,,00298983-v,aflojarse%2:00:00::
aflojarse,,00300856-v,aflojarse%2:00:00::
aflojarse,,00301121-v,aflojarse%2:00:00::
aflojarse,,00365098-v,aflojarse%2:00:00::
afloramiento,,06218706-n,afloramiento%1:00:00::
afloramiento_rocoso,,06218706-n,afloramiento_rocoso%1:00:00::
aflorar,,00301618-v,aflorar%2:00:00::
aflorar,,00303429-v,aflorar%2:00:00::
aflorar,,00304152-v,aflorar%2:00:00::
aflorar,,00304213-v,aflorar%2:00:00::
aflorar,,01455090-v,aflorar%2:00:00::
afluencia,,05321972-n,afluencia%1:00:00::
afluencia,,08752075-n,afluencia%1:00:00::
afluencia,,09348649-n,afluencia%1:00:00::
afluente,,06122466-n,afluente%1:00:00::
afluente,,06154995-n,afluente%1:00:00::
afluente,,01201989-a,afluente%3:00:00::
afluentemente,,00159183-r,afluentemente%4:00:00::
afluir,,08752512-n,afluir%1:00:00::
aflujo,,08752075-n,aflujo%1:00:00::
afonía,,03367414-n,afonía%1:00:00::
afonía,,09292708-n,afonía%1:00:00::
aforar,,00462403-v,aforar%2:00:00::
aforismo,,04461696-n,aforismo%1:00:00::
aforismo,,04739979-n,aforismo%1:00:00::
aforismo,,04740143-n,aforismo%1:00:00::
aforismo,,04740640-n,aforismo%1:00:00::
aforista,,06502033-n,aforista%1:00:00::
aforo,,03443783-n,aforo%1:00:00::
aforo,,08636507-n,aforo%1:00:00::
afortunadamente,,00016366-r,afortunadamente%4:00:00::
afortunadamente,,00092927-r,afortunadamente%4:00:00::
afortunadamente,,00092977-r,afortunadamente%4:00:00::
afortunado,11164,00108221-a,afortunado%3:00:00::
afortunado,,00400456-a,afortunado%3:00:00::
afortunado,,00619924-a,afortunado%3:00:00::
afortunado,,00620679-a,afortunado%3:00:00::
afortunado,,00875468-a,afortunado%3:00:00::
afortunado,,01385581-a,afortunado%3:00:00::
aforístico,,00326368-a,aforístico%3:00:00::
aforístico,,01575295-a,aforístico%3:00:00::
afp,,09673066-n,afp%1:00:00::
aframomum,,08085279-n,aframomum%1:00:00::
afrancesado,,06740502-n,afrancesado%1:00:00::
afrancesar,,00293567-v,afrancesar%2:00:00::
afrecho,,05024196-n,afrecho%1:00:00::
afrenta,,00798212-n,afrenta%1:00:00::
afrentar,,00571789-v,afrentar%2:00:00::
afrentar,,00722610-v,afrentar%2:00:00::
afrentoso,,01185905-a,afrentoso%3:00:00::
africa,5364,06095836-n,africa%1:00:00::
africaans,,04608405-n,africaans%1:00:00::
africación,,04716688-n,africación%1:00:00::
africada,,04718213-n,africada%1:00:00::
africana,6282,06384126-n,africana%1:00:00::
africano,6011,06384126-n,africano%1:00:00::
africano,,01723462-a,africano%3:00:00::
afrikaans,,04608405-n,afrikaans%1:00:00::
afrikaner,,06385237-n,afrikaner%1:00:00::
afrikaner,,06385237-n,afrikaner%1:00:00::
afrikaner,,01775645-a,afrikaner%3:00:00::
afrikáans,,04608405-n,afrikáans%1:00:00::
afrikáner,,06385237-n,afrikáner%1:00:00::
afro,,03544330-n,afro%1:00:00::
afroamericano,,06386226-n,afroamericano%1:00:00::
afroamericano,,00150121-a,afroamericano%3:00:00::
afroasiático,,01723672-a,afroasiático%3:00:00::
afrocarpus,,07702340-n,afrocarpus%1:00:00::
afrodisiaco,,01898648-n,afrodisiaco%1:00:00::
afrodisiaco,,01269209-a,afrodisiaco%3:00:00::
afrodisíaco,,01898648-n,afrodisíaco%1:00:00::
afrodisíaco,,01269209-a,afrodisíaco%3:00:00::
afrodita,,06329343-n,afrodita%1:00:00::
afrontar,,00548171-v,afrontar%2:00:00::
afrontar,,00714734-v,afrontar%2:00:00::
afrontar,,00722610-v,afrontar%2:00:00::
afrontar,,00722844-v,afrontar%2:00:00::
afrontar,,01728481-v,afrontar%2:00:00::
afrontar,,01834369-v,afrontar%2:00:00::
afrontar,,01854960-v,afrontar%2:00:00::
afropavo,,01211529-n,afropavo%1:00:00::
afropavo_congensis,,01211529-n,afropavo_congensis%1:00:00::
afrutado,,01424670-a,afrutado%3:00:00::
afta,8125,09163978-n,afta%1:00:00::
after-shave,,01870109-n,after-shave%1:00:00::
afterpiece,,04643104-n,afterpiece%1:00:00::
afueras,,05668188-n,afueras%1:00:00::
afueras,,05678535-n,afueras%1:00:00::
afán,,00414033-n,afán%1:00:00::
afán,,00515898-n,afán%1:00:00::
afán,,04861418-n,afán%1:00:00::
afán,,04959754-n,afán%1:00:00::
afán,,05013970-n,afán%1:00:00::
afán,,05014130-n,afán%1:00:00::
afásico,,06501936-n,afásico%1:00:00::
afásico,,00092441-a,afásico%3:00:00::
afásico,,01563987-a,afásico%3:00:00::
aféresis,,00431146-n,aféresis%1:00:00::
aféresis,,08712369-n,aféresis%1:00:00::
aféresis,,08712479-n,aféresis%1:00:00::
afídidos,,01552924-n,afídidos%1:00:00::
afín,,06485549-n,afín%1:00:00::
afín,,00338257-a,afín%3:00:00::
afín,,01170873-a,afín%3:00:00::
afín,,01171234-a,afín%3:00:00::
afín,,01172350-a,afín%3:00:00::
afín,,01230778-a,afín%3:00:00::
afín,,01550694-a,afín%3:00:00::
afónico,,00092538-a,afónico%3:00:00::
afónico,,00107095-a,afónico%3:00:00::
afónico,,00182902-a,afónico%3:00:00::
afótico,,00168594-a,afótico%3:00:00::
ag,2248,09446752-n,ag%1:00:00::
ag,,09675103-n,ag%1:00:00::
aga,2289,04210416-n,aga%1:00:00::
agachadiza,,01389376-n,agachadiza%1:00:00::
agachar,16437,01051651-v,agachar%2:00:00::
agachar,,01411223-v,agachar%2:00:00::
agacharse,,01051651-v,agacharse%2:00:00::
agacharse,,01338567-v,agacharse%2:00:00::
agacharse,,01411532-v,agacharse%2:00:00::
agachona,,01389376-n,agachona%1:00:00::
agalactia,,09076551-n,agalactia%1:00:00::
agalactosis,,09076551-n,agalactosis%1:00:00::
agalla,38268,01745367-n,agalla%1:00:00::
agalla,,08491029-n,agalla%1:00:00::
agallas,38268,03274349-n,agallas%1:00:00::
agallas,,03396562-n,agallas%1:00:00::
agama,,01123588-n,agama%1:00:00::
agamemnon,,06352821-n,agamemnon%1:00:00::
agamenón,,06352821-n,agamenón%1:00:00::
agameta,,07628762-n,agameta%1:00:00::
agamid,,01123233-n,agamid%1:00:00::
agamidae,,01122983-n,agamidae%1:00:00::
agammaglobulinemia,,09138208-n,agammaglobulinemia%1:00:00::
agamogenesis,,08713020-n,agamogenesis%1:00:00::
agamogénesis,,08713020-n,agamogénesis%1:00:00::
agape,,05005393-n,agape%1:00:00::
agapornis,,01224219-n,agapornis%1:00:00::
agar,2950,09593632-n,agar%1:00:00::
agar-agar,,09593632-n,agar-agar%1:00:00::
agar-agar,,09593720-n,agar-agar%1:00:00::
agaricales,,08429407-n,agaricales%1:00:00::
agarico,,08429880-n,agarico%1:00:00::
agaricus,,08431592-n,agaricus%1:00:00::
agarrada,,00096762-n,agarrada%1:00:00::
agarrada,,00761115-n,agarrada%1:00:00::
agarradera,,02391412-n,agarradera%1:00:00::
agarradera,,02416905-n,agarradera%1:00:00::
agarrado,,00658514-a,agarrado%3:00:00::
agarrado,,00659458-a,agarrado%3:00:00::
agarrar,32773,00813516-v,agarrar%2:00:00::
agarrar,,00814171-v,agarrar%2:00:00::
agarrar,,00814671-v,agarrar%2:00:00::
agarrar,,00816001-v,agarrar%2:00:00::
agarrar,,00816356-v,agarrar%2:00:00::
agarrar,,00816725-v,agarrar%2:00:00::
agarrar,,00820518-v,agarrar%2:00:00::
agarrar,,00822167-v,agarrar%2:00:00::
agarrar,,00976965-v,agarrar%2:00:00::
agarrar,,01433734-v,agarrar%2:00:00::
agarrar_a_correazos,13024,00948733-v,agarrar_a_correazos%2:00:00::
agarrar_a_puñetazos,13024,00958919-v,agarrar_a_puñetazos%2:00:00::
agarrar_a_puñetazos,,00961307-v,agarrar_a_puñetazos%2:00:00::
agarrar_firmemente,13024,01071893-v,agarrar_firmemente%2:00:00::
agarrar_firmente,13024,01071893-v,agarrar_firmente%2:00:00::
agarrar_un_tablón,6997,00798810-v,agarrar_un_tablón%2:00:00::
agarrarse,,00819453-v,agarrarse%2:00:00::
agarre,,00297976-n,agarre%1:00:00::
agarre,,00530358-n,agarre%1:00:00::
agarre,,07578108-n,agarre%1:00:00::
agarro,,00530358-n,agarro%1:00:00::
agarrotamiento,,00102077-n,agarrotamiento%1:00:00::
agarrotamiento,,00664235-n,agarrotamiento%1:00:00::
agarrotar,,00297616-v,agarrotar%2:00:00::
agarrotar,,01070349-v,agarrotar%2:00:00::
agarrotarse,,00298537-v,agarrotarse%2:00:00::
agarrón,,00096762-n,agarrón%1:00:00::
agarrón,,00530358-n,agarrón%1:00:00::
agasajado,,06793913-n,agasajado%1:00:00::
agasajar,,00789480-v,agasajar%2:00:00::
agasajar,,01694317-v,agasajar%2:00:00::
agasajar,,01695085-v,agasajar%2:00:00::
agastache,,08340839-n,agastache%1:00:00::
agateador,,01021979-n,agateador%1:00:00::
agateador,,01048665-n,agateador%1:00:00::
agateware,,01870337-n,agateware%1:00:00::
agatha_christie,,07301202-n,agatha_christie%1:00:00::
agathis,,07698502-n,agathis%1:00:00::
agavaceae,,08146107-n,agavaceae%1:00:00::
agave,,08146359-n,agave%1:00:00::
agave,,08146783-n,agave%1:00:00::
agave,,09678339-n,agave%1:00:00::
agave_sisalana,,09678339-n,agave_sisalana%1:00:00::
agavillador,,06778229-n,agavillador%1:00:00::
agavilladora,,01974169-n,agavilladora%1:00:00::
agavillar,,00939862-v,agavillar%2:00:00::
agazaparse,,01357977-v,agazaparse%2:00:00::
agdistis,,06342527-n,agdistis%1:00:00::
agee,,07258543-n,agee%1:00:00::
agelaius,,01037443-n,agelaius%1:00:00::
agelaius_phoeniceus,,01037559-n,agelaius_phoeniceus%1:00:00::
agencia,5897,05357052-n,agencia%1:00:00::
agencia,,05538712-n,agencia%1:00:00::
agencia,,09068452-n,agencia%1:00:00::
agencia_central_de_inteligencia,33048,05405072-n,agencia_central_de_inteligencia%1:00:00::
agencia_comercial,11211,05548471-n,agencia_comercial%1:00:00::
agencia_de_colocación,5897,05548155-n,agencia_de_colocación%1:00:00::
agencia_de_créditos,5897,05548008-n,agencia_de_créditos%1:00:00::
agencia_de_detectives,5897,05548081-n,agencia_de_detectives%1:00:00::
agencia_de_empleo,5897,05548155-n,agencia_de_empleo%1:00:00::
agencia_de_información,9897,05548561-n,agencia_de_información%1:00:00::
agencia_de_inteligencia_de_la_defensa,5897,05541504-n,agencia_de_inteligencia_de_la_defensa%1:00:00::
agencia_de_inteligencia_de_los_estados_unidos,8112,05540798-n,agencia_de_inteligencia_de_los_estados_unidos%1:00:00::
agencia_de_noticias,8229,05548561-n,agencia_de_noticias%1:00:00::
agencia_de_prensa,34270,05548561-n,agencia_de_prensa%1:00:00::
agencia_de_protección_ambiental_de_estados_unidos,8112,05403758-n,agencia_de_protección_ambiental_de_estados_unidos%1:00:00::
agencia_de_seguridad_nacional,3343,05544749-n,agencia_de_seguridad_nacional%1:00:00::
agencia_de_servicios,37559,05548778-n,agencia_de_servicios%1:00:00::
agencia_de_viajes,5897,05548851-n,agencia_de_viajes%1:00:00::
agencia_ejecutiva,5897,05404327-n,agencia_ejecutiva%1:00:00::
agencia_federal_para_el_manejo_de_emergencias,5897,05404599-n,agencia_federal_para_el_manejo_de_emergencias%1:00:00::
agencia_marítima,5897,02843097-n,agencia_marítima%1:00:00::
agencia_mercantil,5897,05548471-n,agencia_mercantil%1:00:00::
agencia_meteorológica,38241,05547711-n,agencia_meteorológica%1:00:00::
agencia_publicitaria,5897,05547935-n,agencia_publicitaria%1:00:00::
agencia_tributaria,5897,05413795-n,agencia_tributaria%1:00:00::
agencial,,01550812-a,agencial%3:00:00::
agenciarse,,00564008-v,agenciarse%2:00:00::
agenciarse,,01717532-v,agenciarse%2:00:00::
agenda,5898,02687094-n,agenda%1:00:00::
agenda,,03941138-n,agenda%1:00:00::
agenda,,04257806-n,agenda%1:00:00::
agenda,,04262880-n,agenda%1:00:00::
agenda,,04299663-n,agenda%1:00:00::
agendum,,04299663-n,agendum%1:00:00::
agente,35133,06097225-n,agente%1:00:00::
agente,,06485922-n,agente%1:00:00::
agente,,06486246-n,agente%1:00:00::
agente,,06938707-n,agente%1:00:00::
agente,,06996496-n,agente%1:00:00::
agente,,06996914-n,agente%1:00:00::
agente,,07016384-n,agente%1:00:00::
agente,,09518942-n,agente%1:00:00::
agente_agrónomo,30494,06632595-n,agente_agrónomo%1:00:00::
agente_artístico,30494,07170059-n,agente_artístico%1:00:00::
agente_biológico_patógeno,30494,00894976-n,agente_biológico_patógeno%1:00:00::
agente_blanqueador,30494,09519581-n,agente_blanqueador%1:00:00::
agente_causal,11348,00004957-n,agente_causal%1:00:00::
agente_comercial,11211,07029737-n,agente_comercial%1:00:00::
agente_comercial,,07089406-n,agente_comercial%1:00:00::
agente_de_bolsa,37388,07146971-n,agente_de_bolsa%1:00:00::
agente_de_empleo,30494,06697837-n,agente_de_empleo%1:00:00::
agente_de_espionaje,30494,06704507-n,agente_de_espionaje%1:00:00::
agente_de_inteligencia,30494,07084721-n,agente_de_inteligencia%1:00:00::
agente_de_investigación,32138,06812352-n,agente_de_investigación%1:00:00::
agente_de_narcóticos,30494,06917104-n,agente_de_narcóticos%1:00:00::
agente_de_negocios,30494,06485922-n,agente_de_negocios%1:00:00::
agente_de_negocios,,06486768-n,agente_de_negocios%1:00:00::
agente_de_policía,3426,06623186-n,agente_de_policía%1:00:00::
agente_de_policía,,06996496-n,agente_de_policía%1:00:00::
agente_de_seguros,35133,06813520-n,agente_de_seguros%1:00:00::
agente_de_talentos,30494,07170059-n,agente_de_talentos%1:00:00::
agente_de_viajes,5897,07196649-n,agente_de_viajes%1:00:00::
agente_del_fbi,30494,06759174-n,agente_del_fbi%1:00:00::
agente_del_gobierno,21906,06759048-n,agente_del_gobierno%1:00:00::
agente_doble,31690,06631766-n,agente_doble%1:00:00::
agente_doble,,06676132-n,agente_doble%1:00:00::
agente_encubierto,30494,07113350-n,agente_encubierto%1:00:00::
agente_especial,34312,07128899-n,agente_especial%1:00:00::
agente_exterior,29901,06736640-n,agente_exterior%1:00:00::
agente_extranjero,30494,06736640-n,agente_extranjero%1:00:00::
agente_federal,30494,06938707-n,agente_federal%1:00:00::
agente_fijador,30494,09574967-n,agente_fijador%1:00:00::
agente_indio,5489,06808361-n,agente_indio%1:00:00::
agente_indígena,5489,06808361-n,agente_indígena%1:00:00::
agente_inmobiliario,30494,07040822-n,agente_inmobiliario%1:00:00::
agente_literario,30494,06486857-n,agente_literario%1:00:00::
agente_marítimo,30494,07097838-n,agente_marítimo%1:00:00::
agente_marítimo,,07098330-n,agente_marítimo%1:00:00::
agente_monetario,30494,06375742-n,agente_monetario%1:00:00::
agente_naranja,2624,09415010-n,agente_naranja%1:00:00::
agente_operativo,30494,07084721-n,agente_operativo%1:00:00::
agente_parlamentario,37544,06959205-n,agente_parlamentario%1:00:00::
agente_provocador,30494,06486994-n,agente_provocador%1:00:00::
agente_químico,11231,09519875-n,agente_químico%1:00:00::
agente_secreto,35884,07084721-n,agente_secreto%1:00:00::
agente_secreto,,07135913-n,agente_secreto%1:00:00::
agente_solvatante,30494,09681872-n,agente_solvatante%1:00:00::
agente_teatral,30494,06478142-n,agente_teatral%1:00:00::
agentes,35133,05459851-n,agentes%1:00:00::
agerasia,,03148824-n,agerasia%1:00:00::
ageratina,,07850868-n,ageratina%1:00:00::
ageratum,,07851179-n,ageratum%1:00:00::
aggeus,,07358961-n,aggeus%1:00:00::
agha,,04210416-n,agha%1:00:00::
agil,5306,00675867-a,agil%3:00:00::
agilidad,,03379111-n,agilidad%1:00:00::
agilizar,,00313579-v,agilizar%2:00:00::
agincourt,,00824398-n,agincourt%1:00:00::
agio,15820,08640652-n,agio%1:00:00::
agiotage,,08640652-n,agiotage%1:00:00::
agiotaje,,03287208-n,agiotaje%1:00:00::
agiotista,,07147070-n,agiotista%1:00:00::
agitación,,00222482-n,agitación%1:00:00::
agitación,,00368163-n,agitación%1:00:00::
agitación,,00368882-n,agitación%1:00:00::
agitación,,03113951-n,agitación%1:00:00::
agitación,,03311546-n,agitación%1:00:00::
agitación,,03311731-n,agitación%1:00:00::
agitación,,04928887-n,agitación%1:00:00::
agitación,,04981463-n,agitación%1:00:00::
agitación,,04982033-n,agitación%1:00:00::
agitación,,04988042-n,agitación%1:00:00::
agitación,,09050025-n,agitación%1:00:00::
agitación,,09050680-n,agitación%1:00:00::
agitación,,09051449-n,agitación%1:00:00::
agitación,,09293914-n,agitación%1:00:00::
agitado,,00051822-a,agitado%3:00:00::
agitado,,00052553-a,agitado%3:00:00::
agitado,,00053274-a,agitado%3:00:00::
agitado,,00186312-a,agitado%3:00:00::
agitado,,00317725-a,agitado%3:00:00::
agitado,,00476606-a,agitado%3:00:00::
agitado,,00544301-a,agitado%3:00:00::
agitado,,01143709-a,agitado%3:00:00::
agitado,,01430758-a,agitado%3:00:00::
agitado,,01461573-a,agitado%3:00:00::
agitador,,02833516-n,agitador%1:00:00::
agitador,,06487219-n,agitador%1:00:00::
agitador,,06655842-n,agitador%1:00:00::
agitadora,,06487219-n,agitadora%1:00:00::
agitar,5365,00007495-v,agitar%2:00:00::
agitar,,00388402-v,agitar%2:00:00::
agitar,,00943913-v,agitar%2:00:00::
agitar,,00963063-v,agitar%2:00:00::
agitar,,00963832-v,agitar%2:00:00::
agitar,,00963995-v,agitar%2:00:00::
agitar,,00982322-v,agitar%2:00:00::
agitar,,01107636-v,agitar%2:00:00::
agitar,,01197807-v,agitar%2:00:00::
agitar,,01198479-v,agitar%2:00:00::
agitar,,01242270-v,agitar%2:00:00::
agitar,,01274993-v,agitar%2:00:00::
agitar,,01281612-v,agitar%2:00:00::
agitar,,01284983-v,agitar%2:00:00::
agitar,,01287567-v,agitar%2:00:00::
agitar,,01290656-v,agitar%2:00:00::
agitar,,01291558-v,agitar%2:00:00::
agitar,,01292246-v,agitar%2:00:00::
agitar,,01293660-v,agitar%2:00:00::
agitar,,01299395-v,agitar%2:00:00::
agitar,,01430375-v,agitar%2:00:00::
agitar,,01430529-v,agitar%2:00:00::
agitar,,01754457-v,agitar%2:00:00::
agitar,,01757074-v,agitar%2:00:00::
